n_buildings,n_predictors_concept,n_predictors_excluded,n_train,n_test,test_class_counts,achieved_half_width_pp,sample_size_requirement,activity_groups_banded,best_model,accuracy,macro_F1,baseline_macro_F1,cohens_kappa,kappa_CI95,kappa_interpretation,adjacent_accuracy,gross_error_rate,mcnemar_chi2_vs_baseline,mcnemar_p_vs_baseline,RQ4_decision,kappa_gain_from_systems,top_concept_stage_driver
6357,44,47,5085,1272,"{'Low': 396, 'Medium': 440, 'High': 436}",4.92,5775,17,Multinomial logistic,0.4921,0.485,0.3295,0.2401,"[0.2016, 0.2810]",fair,0.8734,0.1266,65.792,5.010492040408806e-16,reject H0 (kappa = 0): band assignment is better than chance,0.0818,WKHRS
